post_id,batch,view_completeness,cta_confidence,caption,first_line,first_line_chars,first_line_type,pre_seemore_chars,pre_seemore_hook_complete,word_count,sentence_count,paragraph_count,avg_sentence_words,reading_grade,has_bullets,bullet_count,has_emojis,emoji_count,has_bold_or_caps_emphasis,value_prop_line,value_prop_in_first_3_sentences,industry_keywords,tone,pov,offer_type,cta_placement,cta_type_caption,cta_verb,has_question_prompt,hashtag_count,hashtags,hashtag_style,at_mentions,urls_in_caption,media_type,primary_visual,image_subject,person_present,face_visible,number_of_people,object_of_focus,background_type,background_dominant_colour,foreground_dominant_colour,palette,contrast_level,texture,text_on_image,headline_on_image,headline_style,headline_chars,subheadline_on_image,image_cta_text,brand_marks,brand_placement,graphic_style,notable_element,campaign,angle,linkedin_post_id,posted_date,match_score,match_method,match_impressions
SS071,batch14,full,unknown,"Arribatec Group and GrantsNow have partnered to transform research funding management for Unit4 customers in the UK.

The partnership brings together Arribatec's deep ERP expertise and GrantsNow's modern, AI-enabled Pre and Post-Awards platform to deliver a fully integrated solution for universities and research institutions.

Together, they're helping research offices streamline workflows, ensure compliance, and gain complete visibility across the funding lifecycle.

#GrantsNow #Arribatec #Unit4 #GrantsManagement #ResearchFunding #HigherEducation #Innovation",Arribatec Group and GrantsNow have partnered to transform research funding management for Unit4 customers in the UK.,116,statement,210,yes,61,3,4,20.3,16.4,no,0,no,0,no,The partnership brings together Arribatec's ERP expertise and GrantsNow's AI-enabled Pre and Post-Awards platform for a fully integrated solution.,yes,"Arribatec, GrantsNow, partnership, Unit4, research funding, ERP expertise, AI-enabled, pre and post-awards, universities, research institutions",authoritative,brand-third-person,partnership announcement,none in caption,none,,no,7,"#GrantsNow, #Arribatec, #Unit4, #GrantsManagement, #ResearchFunding, #HigherEducation, #Innovation",brand + partner + niche,,,image,typography on light gradient with co-brand marks,cream-to-mint gradient with announcement headline and Arribatec wordmark,no,no,0,the announcement headline + Arribatec wordmark as co-brand,gradient,cream to soft mint,dark teal type + black Arribatec wordmark,brand-teal + cream + partner-black,medium,flat gradient,yes,Arribatec and GrantsNow announce partnership to transform research funding management for Unit4 Customers in the UK.,sentence-case mixed-weight with 'Arribatec' and 'GrantsNow' as anchor names,116,,,GrantsNow logo top-centre + Arribatec wordmark below headline,top-centre + centred co-brand,corporate announcement poster - completely off-template,"FIRST PARTNERSHIP ANNOUNCEMENT in the whole set + first co-brand of this kind (Arribatec, Unit4) + longest headline yet (116 chars) + no HM Government badge + no product claim, no CTA - pure PR/positioning",partnership - Arribatec Unit4,thought_leadership + community_celebration,7382038273923305472,2025-10-09,1.0,prefix (400 chars),1390.0
SS072,batch15,full,verified,"Unlock smarter decision-making with GrantsNow. Gain deeper insights, automate data capture, and enable advanced reporting across your Pre-Awards process, all in one modern platform.

Experience GrantsNow: https://lnkd.in/dU2Brsef

#grantsnow #preawards #grantsmanagement #researchfunding","Unlock smarter decision-making with GrantsNow. Gain deeper insights, automate data capture, and enable advanced reporting across your Pre-Awards process, all in one modern platform.",181,statement,210,yes,26,3,3,8.7,10.4,no,0,no,0,no,"Gain deeper insights, automate data capture, and enable advanced reporting across your Pre-Awards process, all in one modern platform.",yes,"smarter decision-making, deeper insights, data capture, advanced reporting, pre-awards, research funding",conversational,brand-and-you (mixed),demo,end,learn_more,Experience,no,4,"#grantsnow, #preawards, #grantsmanagement, #researchfunding",brand + niche - all lowercase,,https://lnkd.in/dU2Brsef,image,B&W portrait + cream card with response pill,"smiling bearded man at a laptop, black-and-white portrait on bright cream background",yes,yes (smiling),1,the question card + 'Your Search Ends Here' pill,photographic,bright cream with subtle wave motif,cream card + orange border + teal type + teal 'Your Search Ends Here' pill,brand-teal + gold + cream + B&W portrait,medium,flat cream with desaturated portrait,yes,Want to unlock deeper insights and enable more complex reporting in Pre-Awards?,sentence-case mixed-weight,78,Your Search Ends Here.,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,bright editorial with B&W portrait - fifth post in the cream-plus-orange-border cluster,first time a recurring model appears (same bearded man in SS072 and SS073) + 'Your Search Ends Here' pill introduces a new sub-brand phrase used across the cluster + fifth bright-cream card template (SS023 SS046 SS067 SS070 SS072),demo - deeper insights,product_capability,7381674779205869568,2025-10-08,1.0,prefix (197 chars),174.0
SS073,batch15,full,verified,"Looking for a single cloud platform to manage both Pre- and Post-Awards, including Ethics and Contracts? GrantsNow delivers it all, fully integrated, highly configurable, and powered by modern Oracle Cloud technology.

Get in touch: https://lnkd.in/dU2Brsef

#grantsnow #grantsmanagement #preawards #postawards #cloud #SaaS","Looking for a single cloud platform to manage both Pre- and Post-Awards, including Ethics and Contracts? GrantsNow delivers it all, fully integrated, highly configurable, and powered by modern Oracle Cloud technology.",217,statement,210,no,34,3,3,11.3,9.5,no,0,no,0,no,"GrantsNow delivers it all: fully integrated, highly configurable, and powered by modern Oracle Cloud technology.",yes,"single cloud platform, Pre- and Post-Awards, Ethics and Contracts, Oracle Cloud, SaaS, grants management",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,yes,6,"#grantsnow, #grantsmanagement, #preawards, #postawards, #cloud, #SaaS",brand + niche - all lowercase,,https://lnkd.in/dU2Brsef,image,B&W portrait + cream card with quote-style headline,"same bearded man from SS072, hands behind head, relaxed pose",yes,yes,1,the quoted testimonial in the card + 'Your Search Ends Here' pill,photographic,bright cream with subtle wave motif,cream card + orange border + teal type + teal 'Your Search Ends Here' pill,brand-teal + gold + cream + B&W portrait,medium,flat cream with desaturated portrait,yes,"""I want a single cloud platform to handle Pre-Awards, Post-Awards, Ethics, and Contracts.""",sentence-case mixed-weight in quotation marks (first-person),90,Your Search Ends Here.,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,bright editorial with B&W portrait and first-person quote,second appearance of the same bearded man (with SS072) + first-person quote treatment (like SS056 and SS063) - near-paraphrase of SS056 caption but different visual and different pose,demo - single cloud platform,product_capability,7381282192146051072,2025-10-07,1.0,prefix (223 chars),174.0
SS074,batch15,full,verified,"How much time is your research development team losing by manually entering funding call information into your Pre-Awards platform? GrantsNow auto-populates funding calls and leverages AI to cut down search time.

Experience GrantsNow: https://lnkd.in/dU2Brsef

#grantsnow #preawards #grantsmanagement #armauk",How much time is your research development team losing by manually entering funding call information into your Pre-Awards platform? GrantsNow auto-populates funding calls and leverages AI to cut down search time.,212,statement,210,no,33,3,3,11.0,10.2,no,0,no,0,no,GrantsNow auto-populates funding calls and leverages AI to cut down search time.,yes,"research development team, manually entering, funding calls, funder portal, auto-populates, AI, ARMA UK",conversational,brand-and-you (mixed),demo,end,learn_more,Experience,yes,4,"#grantsnow, #preawards, #grantsmanagement, #armauk",brand + niche - all lowercase (light 4 tags),,https://lnkd.in/dU2Brsef,image,B&W portrait + cream card with question,"woman at laptop in casual pose, black-and-white portrait on bright cream background",yes,yes,1,the manual-entry question + portrait,photographic,bright cream with subtle wave motif,cream card + orange border + teal type,brand-teal + gold + cream + B&W portrait,medium,flat cream with desaturated portrait,yes,Are you still Manually entering funding calls from the funder portal?,sentence-case mixed-weight (with 'Manually' inexplicably capitalised mid-sentence),69,,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,bright editorial with B&W portrait,"sixth post in the bright-cream card template + 'Manually' capitalised mid-sentence (design/typing quirk, not standard title case) - worth watching whether this is a deliberate emphasis device or a mistake",demo - AI funder portal,pain_point + product_capability,7380985954812977152,2025-10-06,1.0,prefix (231 chars),152.0
SS075,batch15,full,verified,"We know the options for Pre- and Post-Awards Management software are limited, especially when most are built on technology that's nearly a decade old. GrantsNow is different. As a true SaaS solution, it comes with modern, pre-built integrations for ERP, Finance, and HR systems, bringing unmatched efficiency and innovation.

Get in touch: https://lnkd.in/dU2Brsef

#grantsnow #grantsmanagement #preawards #postawards #SaaS","We know the options for Pre- and Post-Awards Management software are limited, especially when most are built on technology that's nearly a decade old. GrantsNow is different. As a true SaaS solution, it comes with modern, pre-built integrations for ERP, Finance, and HR systems, bringing unmatched efficiency and innovation.",324,statement,210,no,52,4,3,13.0,9.5,no,0,no,0,no,"GrantsNow is a true SaaS solution with modern, pre-built integrations for ERP, Finance, and HR systems.",yes,"pre-awards, post-awards management, decade-old tech, true SaaS, pre-built integrations, ERP, finance, HR systems",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,yes,5,"#grantsnow, #grantsmanagement, #preawards, #postawards, #SaaS",brand + niche - all lowercase,,https://lnkd.in/dU2Brsef,image,portrait photo + typography on light background,"woman sitting cross-legged with laptop, smiling (B&W-ish) on cream background",yes,yes (smiling),1,the punchline 'Think Again.' + smiling person,solid,cream-white with subtle wave motif,dark teal type + gold star accent + soft photo,brand-teal + gold + cream,medium,flat cream with soft-focus portrait,yes,Still investing time and money into decade-old Pre-awards tech?,sentence-case mixed-weight with 'decade-old' emphasised,63,Think Again.,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,light editorial with cream background and soft portrait,IDENTICAL CAPTION AND VISUAL AS SS046. Eleventh byte-identical duplicate in the set.,demo - decade-old tech callout,pain_point + product_capability,7416836939351486466,2026-01-13,1.0,prefix (327 chars),155.0
SS076,batch15,full,verified,"With a team of 250+ consultants, we deliver new functionality in under 6 months, helping you stay ahead with the latest innovations quickly and efficiently.

Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #Innovation #ResearchFunding #GrantManagement #TechDriven #Efficiency #SeamlessIntegration #SmartSolutions #FundingSuccess #ARMAUK","With a team of 250+ consultants, we deliver new functionality in under 6 months, helping you stay ahead with the latest innovations quickly and efficiently.",156,statement,210,yes,28,2,3,14.0,9.9,no,0,no,0,no,"With a team of 250+ consultants, GrantsNow delivers new functionality in under 6 months.",yes,"250+ consultants, new functionality, 6 months, latest innovations, tech driven, efficiency, seamless integration, smart solutions, ARMA UK",authoritative,brand-third-person,demo,end,contact,Get in touch,no,10,"#GrantsNow, #Innovation, #ResearchFunding, #GrantManagement, #TechDriven, #Efficiency, #SeamlessIntegration, #SmartSolutions, #FundingSuccess, #ARMAUK","brand + niche - heavy (10 tags, ties with SS070)",,https://lnkd.in/dU2Brsef,image,action photo (Formula 1 racing cars),"yellow Formula 1 racing car in motion with other cars behind, track blur",yes (F1 driver in helmet),no,1,the 50% faster claim card + F1 car speed metaphor,photographic,bright green track blur + yellow F1 car,teal-gold gradient card + white type,racing-yellow + brand-teal + gold + photographic,high,action photo with speed blur,yes,Want to know how GrantsNow delivers new features 50% faster?,mixed-weight bold with '50% faster' emphasised,60,,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,sports action photo (F1) - third racing metaphor overall,THIRD RACING METAPHOR in the set (SS017 MotoGP photo + SS025 cartoon pit + SS076 F1 photo) - now a proper theme with three unique variants + ties SS070 for heaviest hashtag load (10) + 50% stat + 250+ consultants + 6 months delivery claim,demo - 50% faster delivery,product_capability,7378411438924541952,2025-09-29,1.0,prefix (165 chars),182.0
SS077,batch16,full,verified,"Integration shouldn't be an afterthought!

Many universities face unexpected challenges when connecting their Pre-Awards and ERP systems-no budget, no internal resources, just a complex headache.

GrantsNow eliminates this burden by managing all integrations seamlessly, so you can focus on securing more funding, not fixing IT issues. Want to know how? Connect with us: https://lnkd.in/dU2Brsef

#grantsnow #preawards #research #tech #armauk #ERP #grantsmanagement",Integration shouldn't be an afterthought!,41,statement,210,yes,53,5,4,10.6,10.3,no,0,no,0,no,"GrantsNow eliminates this burden by managing all integrations seamlessly, so you can focus on securing more funding.",yes,"integration, universities, Pre-Awards, ERP systems, no budget, no internal resources, complex headache, IT issues, ARMA UK",conversational,brand-and-you (mixed),demo,end,contact,Connect,yes,7,"#grantsnow, #preawards, #research, #tech, #armauk, #ERP, #grantsmanagement",brand + niche - mixed case,,https://lnkd.in/dU2Brsef,image,photo + teal card with first-person quote,"two professional women at desk with tablet, other people in background, bright office",yes,yes (multiple),4,"the first-person quote card + 'Not with GrantsNow, it isn't!' closer",photographic,bright warm neutral office,teal card + white type + gold accent,brand-teal + gold + bright-photographic,medium,bright natural-light photo with flat teal card,yes,"""We thought grants were the hard part but managing Pre-Awards and ERP integrations was harder.""",first-person quote in quotation marks,94,"Not with GrantsNow, it isn't!",Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,bright office scene with first-person quote card - testimonial with a crowd,first multi-person testimonial (two women foreground plus two in background) + quote-in-quotes on a teal card + em-dash in caption + first exclamation-ending punchline in the set,demo - ERP integration burden,pain_point + product_capability,7372258449260302336,2025-09-12,1.0,prefix (359 chars),162.0
SS078,batch16,full,verified,"Remove repetitive tasks and make every resource count. GrantsNow helps your team work faster, smarter, and more efficiently. Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #UnlockPotential #GrantsFunding #PreAwards","Remove repetitive tasks and make every resource count. GrantsNow helps your team work faster, smarter, and more efficiently. Get in touch: https://lnkd.in/dU2Brsef",163,statement,210,yes,21,3,2,7.0,6.2,no,0,no,0,no,"GrantsNow helps your team work faster, smarter, and more efficiently.",yes,"repetitive tasks, resource, faster smarter more efficient, unlock potential, grants funding, pre-awards",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,yes,4,"#GrantsNow, #UnlockPotential, #GrantsFunding, #PreAwards",brand + broad (light 4 tags),,https://lnkd.in/dU2Brsef,image,photo + cream card overlay with lightbulb icon,bright desk photo with laptop and hand on documents/charts,partial (hand only),no,1,"the two-line 'Streamline Processes, Unlock Potential' hook + yellow lightbulb",photographic,bright warm neutral (soft teal-tinted),cream card + orange border + teal type + yellow lightbulb + gold divider,brand-teal + gold + cream + soft-photographic,medium,bright natural-light photo with flat card,yes,"Streamline Processes, Unlock Potential",sentence-case bold two-line hook,39,Want to know how?,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,bright editorial with lightbulb accent - short punchy hook,"short two-line hook (39 chars, among the tightest headlines) + on-image lightbulb icon that echoes SS059's caption 💡 emoji + gold divider under the hook (accent already seen on SS034 SS064 SS066)",demo - streamline processes,product_capability,7371860130252103680,2025-09-11,1.0,prefix (133 chars),130.0
SS079,batch16,full,verified,"GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution for research and higher education, now available on Oracle Marketplace. Read more: https://lnkd.in/djB-zNZq

#GrantsNow #Oracle #OracleCloud","GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution for research and higher education, now available on Oracle Marketplace. Read more: https://lnkd.in/djB-zNZq",222,statement,210,no,30,2,2,15.0,12.9,no,0,no,0,no,GrantsNow and Oracle have entered a strategic partnership to deliver a fully integrated Pre & Post Awards solution.,yes,"Oracle, strategic partnership, Pre & Post Awards, Oracle Marketplace, research, higher education, Oracle Cloud",authoritative,brand-third-person,partnership announcement,end,read,Read,no,3,"#GrantsNow, #Oracle, #OracleCloud",brand + partner (very tight - 3 tags),,https://lnkd.in/djB-zNZq,image,photo + typography with Oracle co-brand,dark teal-tinted urban/office scene with headline + Oracle Partner logo,no,no,0,the Oracle+GrantsNow partnership headline,photographic,dark teal-tinted urban blur,white type + gold divider + Oracle Partner logo,brand-teal + gold + Oracle-red,high,photo with heavy overlay,yes,Oracle and GrantsNow have entered a Strategic Partnership to Enhance Pre & Post Awards Management,title-case mixed-weight bold,96,Read about our partnership,LINK IN DESCRIPTION + Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + ORACLE Partner co-brand TR + contact footer strip,corners + centred co-brand + footer contact strip,corporate partnership poster - dark teal with Oracle co-brand,SECOND PARTNERSHIP ANNOUNCEMENT (SS071 Arribatec + SS079 Oracle) - Oracle is much larger + first mention of Oracle Marketplace + new blog URL djB-zNZq + only 3 hashtags (very tight for a PR post),partnership - Oracle strategic,thought_leadership + community_celebration,7370854650696200192,2025-09-08,1.0,prefix (192 chars),165.0
SS080,batch16,full,unknown,"GrantsNow, (A SaaS innovation for Grants management) are proud to sponsor Morley Youth U14 Stallions FC for their upcoming season. As part of our CSR policy, we are committed to supporting local initiatives that make a real impact, and our values strongly align with those of the club. Morley Youth FC fosters a positive, inclusive environment where young players can develop their skills, build confidence, and embrace being part of a team. We're excited to be part of their journey and look forward to seeing the team go from strength to strength!

#GrantsNow #MorleyYouthFC #Sponsors","GrantsNow, (A SaaS innovation for Grants management) are proud to sponsor Morley Youth U14 Stallions FC for their upcoming season. As part of our CSR policy, we are committed to supporting local initiatives that make a real impact, and our values strongly align with those of the club. Morley Youth FC fosters a positive, inclusive environment where young players can develop their skills, build confidence, and embrace being part of a team. We're excited to be part of their journey and look forward to seeing the team go from strength to strength!",549,statement,210,no,92,4,2,23.0,11.1,no,0,no,0,no,n/a - CSR sponsorship announcement,,"Morley Youth FC, U14 Stallions, sponsor, CSR policy, local initiatives, young players, football",conversational,brand-first-person,sponsorship,none in caption,none,,no,3,"#GrantsNow, #MorleyYouthFC, #Sponsors",brand + sponsored partner (very tight - 3 tags),,,image,photo collage with orange background,5-plus action photos of youth football players in orange kits + Morley Youth FC crest,yes (multiple young players),yes (some),6,the sponsorship announcement card + collage of players,solid,bright orange,orange + white type + football photos,orange (Morley kit) + white + brand-teal (small),high,flat solid orange with photo tiles,yes,GrantsNow sponsors the Morley Youth U14 Stallions FC,mixed-weight bold with 'Morley Youth U14 Stallions' emphasised,52,,,GrantsNow logo top-left of card + Morley Youth FC crest,in-card + partner crest,photo collage poster - completely off-template community CSR post,"FIRST CSR sponsorship post in the whole set + only orange-first palette (rest is teal-dominant) + first collage layout + first photo of children / minors + no product claim, no CTA URL, no G-Cloud badge",CSR - Morley Youth FC sponsorship,community_celebration,7369715983487356928,2025-09-05,1.0,prefix (400 chars),433.0
SS081,batch16,full,verified,"Stuck with outdated Pre-Awards technology that can't keep up with your institution's needs? GrantsNow offers a modern, highly configurable cloud solution built to adapt to rapid changes seamlessly.

Get in touch: https://lnkd.in/dU2Brsef

#grantsnow #grantsmanagement #armauk #preawards","Stuck with outdated Pre-Awards technology that can't keep up with your institution's needs? GrantsNow offers a modern, highly configurable cloud solution built to adapt to rapid changes seamlessly.",197,statement,210,yes,31,3,3,10.3,8.6,no,0,no,0,no,"GrantsNow offers a modern, highly configurable cloud solution built to adapt to rapid changes seamlessly.",yes,"outdated Pre-Awards technology, institution's needs, modern, highly configurable, cloud solution, rapid changes, ARMA UK",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,yes,4,"#grantsnow, #grantsmanagement, #armauk, #preawards",brand + niche - all lowercase (light 4 tags),,https://lnkd.in/dU2Brsef,image,photo + cream card overlay with cut-out portrait,dark navy office scene with cut-out portrait of a professional woman with tablet,yes,yes,1,the '8-year-old' pain question + 'Look No Further.' response,photographic,dark navy office,cream card + orange border + teal type + gold '8-year-old' accent,brand-teal + gold + navy + photographic,high,photo realistic with cut-out portrait,yes,Why invest in 8-year-old Pre-Awards technology with limited flexibility for the rapid changes you need?,sentence-case mixed-weight with gold accent on '8-year-old' + teal accent on 'Look No Further.',103,Look No Further.,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + UNIT4 Partner + Oracle Partner co-brand + contact footer strip,corners + partner co-brand row + footer contact strip,dark navy poster with cream card and cut-out portrait - fourth outdated-tech variant,fourth variant of the outdated / decade-old / 8-year-old tech theme (SS037 SS046 SS064 SS081) - each with a different specific age number + third post with both UNIT4 and Oracle partner badges together (SS017 SS039 SS081) + longest headline in this batch (103 chars),demo - outdated 8-year-old tech callout,pain_point + product_capability,7369323383039246336,2025-09-04,1.0,prefix (207 chars),148.0
SS082,batch18,full,unknown,"Imagine freeing up 35% of your team's time to work on only the most important tasks - that's what GrantsNow can do by automating manual, repetitive tasks that bog down the grant submission process.

With more time available, your team can increase the number of funding applications they submit by over a third, leading to significantly more grant approvals and funding. More submissions mean more opportunities for research growth, and GrantsNow makes it happen efficiently.

#GrantsNow #TimeSavings #MoreSubmissions #grantsmanagement #educationtrends","Imagine freeing up 35% of your team's time to work on only the most important tasks - that's what GrantsNow can do by automating manual, repetitive tasks that bog down the grant submission process.",197,stat_or_number,210,yes,75,3,3,25.0,13.4,no,0,no,0,no,"GrantsNow can free up 35% of your team's time by automating manual, repetitive tasks that bog down the grant submission process.",yes,"35% time savings, funding applications, grant approvals, grant submission process, automation, time savings, more submissions, education trends",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,no,5,"#GrantsNow, #TimeSavings, #MoreSubmissions, #grantsmanagement, #educationtrends",brand + niche - mixed case,,,image,photo + all-caps typography with 3D illustrated stopwatch,dark teal photo background + large 3D stopwatch illustration held by a cartoon hand,no (cartoon hand only),no,0,the very large 35% stat + 3D stopwatch illustration,photographic,dark teal-tinted background,white all-caps type + huge 35% + 3D white stopwatch,brand-teal + white + illustration accent,high,photo with heavy overlay + 3D illustration,yes,HOW DOES FREEING UP 35% MORE TIME FOR GRANT SUBMISSIONS SOUND?,all-caps bold with 35% as huge display type,61,,GrantsNow.co.uk,GrantsNow logo TL + toggle switch icon + GrantsNow.co.uk URL strip (no phone footer),corners + URL strip,photo hero with 3D illustrated stopwatch and huge display number,"SAME CAPTION AS SS055 but the creative is completely different - SS055 was a real wristwatch photo, SS082 is a 3D illustrated stopwatch with huge 35% display type. Second time this campaign runs a visual A/B on the same 35% claim. First 3D illustration in the set + first URL-only footer (no phone number).",brand awareness - 35% time savings,product_capability,7404844937848037376,2025-12-11,1.0,prefix (400 chars),346.0
SS083,batch18,full,unknown,"Been told there's only one option for Pre-Awards software?

Think again. GrantsNow offers a fully configurable, end-to-end Pre-Awards management platform with seamless ERP integration, intelligent dashboards, automated workflows, and compliance-ready reporting - all on a TRUE SaaS platform.

Take a look for yourself https://lnkd.in/dU2Brsef

#grantsmanagement #grantsnow #preawards #erp #integration",Been told there's only one option for Pre-Awards software?,58,question,210,yes,43,4,4,10.8,9.2,no,0,no,0,no,"GrantsNow is a fully configurable, end-to-end Pre-Awards management platform with seamless ERP integration, intelligent dashboards, automated workflows, and compliance-ready reporting.",yes,"only one option, Pre-Awards software, configurable, end-to-end, seamless ERP integration, intelligent dashboards, automated workflows, compliance-ready reporting, TRUE SaaS",conversational,brand-and-you (mixed),demo,end,learn_more,Take a look,yes,5,"#grantsmanagement, #grantsnow, #preawards, #erp, #integration",brand + niche - all lowercase (light 5 tags),,https://lnkd.in/dU2Brsef,image,photo + typography,"three graduates in teal caps and gowns from behind, marble column background",yes (backs of graduates),no,3,the graduates + 'Its time you met GrantsNow' punchline,photographic,dark teal graduation photo,white type + teal check-mark accent,brand-teal + white + photographic,high,photo realistic with darkened tint,yes,If you were told there was only one option for Pre-Awards software,sentence-case regular weight,66,Its time you met GrantsNow,,"GrantsNow logo TL (only, no HM Government badge, no footer contact strip)",TL only,editorial photo hero using the academic graduation moment,first graduation-ceremony photo in the whole set + typo 'Its' missing apostrophe in the punchline + no HM Government badge and no contact footer strip + em-dash in caption 'reporting-all' + 'Think again' phrasing echoes SS046 'Think Again.' close,demo - alternative to legacy,product_capability + thought_leadership,7368175810119172097,2025-09-01,1.0,prefix (306 chars),95.0
SS084,batch18,full,unknown,"Unlock more opportunities for grants income without needing extra budget! With GrantsNow, you have multiple tools at your disposal to streamline Pre-Awards, enhance team performance, and get your organisation the funding it deserves.","Unlock more opportunities for grants income without needing extra budget! With GrantsNow, you have multiple tools at your disposal to streamline Pre-Awards, enhance team performance, and get your organisation the funding it deserves.",233,statement,210,no,33,2,1,16.5,11.9,no,0,no,0,no,"With GrantsNow, you have multiple tools to streamline Pre-Awards, enhance team performance, and get your organisation the funding it deserves.",yes,"grants income, budget, pre-awards, team performance, funding",conversational,brand-and-you (mixed),brand awareness,none in caption,none,,no,0,,none in the caption (they sit inside the mock tweet),,,image,typography (fake tweet mockup),mock Twitter/X post with GrantsNow verified handle and heart/reply icons,no,no,0,the mock tweet card claiming 'the GrantsNow treatment',solid,dark navy-teal,white tweet card + teal accent brand name + red heart,brand-teal (dark) + white + accent-red heart,high,flat tweet-card mockup,yes,Increase your Grants income without extending your existing budget.... Thats the GrantsNow treatment.,tweet-body regular text,100,@TheFastestGrowingPreAwardsPlatform,,GrantsNow logo TL + verified checkmark inside mock tweet,corner + inside mock tweet card,social-mockup embed (fake tweet),IDENTICAL CAPTION AND VISUAL AS SS029. Twelfth byte-identical duplicate in the set.,brand awareness - Pre-Awards positioning,product_capability,7435338397323382785,2026-03-05,1.0,prefix (228 chars),88.0
SS085,batch18,full,verified,"GrantsNow is empowering research teams to work smarter, not harder. Discover why UK institutions are opting for a platform designed for outcomes, not workarounds. Get in touch: https://lnkd.in/dU2Brsef

#GrantsNow #PreAwardSoftware #ResearchManagement #HigherEdTech #TrueSaaS #UKUniversities","GrantsNow is empowering research teams to work smarter, not harder. Discover why UK institutions are opting for a platform designed for outcomes, not workarounds. Get in touch: https://lnkd.in/dU2Brsef",201,statement,210,yes,27,3,2,9.0,8.5,no,0,no,0,no,"GrantsNow is a platform designed for outcomes, not workarounds - real-time KPI reporting, self-configurable, lower cost with more opportunities.",yes,"research teams, UK institutions, pre-award software, higher ed tech, TRUE SaaS, UK universities, KPI reporting, funder templates",authoritative,brand-third-person,demo,end,contact,Get in touch,no,6,"#GrantsNow, #PreAwardSoftware, #ResearchManagement, #HigherEdTech, #TrueSaaS, #UKUniversities",brand + niche,,https://lnkd.in/dU2Brsef,image,photo + 3-column benefit cards,dark teal-tinted architectural photo with 3 numbered benefit cards,no,no,0,"the three numbered benefit cards (1 analytics, 2 self-configurable, 3 lower cost)",photographic,dark teal-tinted architectural blur,white type + yellow circle numbers + teal cards,brand-teal + gold + photographic,high,photo with heavy overlay + flat cards,yes,Ready to experience the GrantsNow Treatment?,mixed-weight bold,44,"1 Real time analytics for KPI reporting | 2 Completely self configurable for funder templates, approval routes etc | 3 Lower cost but more Grants opportunities | The fastest-growing True SaaS cloud pre-award platform in the UK",Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo top-centre + contact footer strip + fastest-growing claim,top-centre + footer contact strip,3-column benefit poster with question hook,IDENTICAL CAPTION AND VISUAL AS SS032. Thirteenth byte-identical duplicate. Same caption also appears with a different creative as SS057 (portrait cut-out).,demo - GrantsNow Treatment,product_capability + thought_leadership,7433156492133896193,2026-02-27,1.0,prefix (171 chars),148.0
